date,year,quarter,assets,total_nii,normalized_nii,credit_loss_allowances,card_interchange_fees,earnings_life_insurance,atm_fees,check_printing_fees,fiduciary_activities,sale_mutual_funds,insurcance_commissions,investment_banking_fees,net_change_fair_value,ng_assets_fv,ng_credit_deriv,ng_sale_loans,ng_other_assets,ng_other_real_estate,net_sec_income,net_servicing_fees,res_mortgages_closed,res_mortgages_open,other_adj_equity,other_nii,rent_other_real_estate,safe_deposit_rent,service_charges,total_nii,total_tr,tr_comm,tr_credit,tr_equity,tr_foreign_ex,tr_int_rt_exp,vc_rev,PRIV.NVC.EWMA,PRIV.NVC.PEA,PRIV.PLACE.FIN.LP.SDC,PRIV.PLACE.FIN.SDC,PRIV.PLACE.NF.SDC,PRIV.TOTAL,PRIV.VC.PWC,MERG.ANN.DOM.CASH,MERG.COMP.DOM.CASH,MERG.COMP.DOM.LIAB,MERG.COMP.DOM.STOCK,MERG.COMP.FOR.CASH,MERG.COMP.FOR.LIAB,MERG.COMP.FOR,MERG.COMP.FOR.STOCK,US GDP,Baltic Dry Index,euro_area_gdp,jp_gdp,gb_gdp,mx_gdp,la_gdp,GSCI,MSCI EURO WORLD INDEX,Henry Hub Natural Gas,Brent Crude Oil,,NF.INV,NF.JUNK,NF.UNRATED,FIN.INV,FIN.JUNK,FIN.UNRATED,ISS.DOM.MFG,ISS.DOM.COMM,ISS.DOM.ELECT,ISS.DOM.TRANS,ISS.DOM.TELE,ISS.DOM.FIN,NF.YANKEE,FIN.YANKEE,SVENPY1000,3Mo Treasury Yield Quarterly Converted,10Yr Treasury Yield Quarterly Converted,U.S. Natural Gas quarterly converted,bbb10yr quarterly converted,VIX,SP500,us ipo
92Q3,1992,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416763.0387,,,,,,,,1.8728,,,,,,21.438,,,,,,,,8322.3,,-1.115418719,0.471491131,3.349814521,3.76611,1.81398,,,2.51,,,,,,,,,,,,,,,,116.6666667,6.918766667,3.15,6.616666667,1.77,,15.88,417.11875,30.66666667
92Q4,1992,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483243,,,,,,,,1.8728,,,,,,18.666,,,,,,,,8409.8,,-0.797438454,-2.525724939,3.470569502,0.33364,4.91556,,,1.92,,,,,,,,,,,,,,,,,7.0086,3.143333333,6.743333333,2.193333333,,20.51,423.6876563,41.66666667
93Q1,1993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506626,,,,,,,,2.1955,,,,,,21.891,,,,,,,,8425.3,,-2.697686591,4.584196437,3.426343368,1.59139,10.66741,,,2.2,,15811.915,15811.915,5522.6,,22379.779,548.8333333,,7369.3,5024.133333,5384.1,586.4333333,2986.633333,21040.36667,1772.933333,1328.1,6.5533,3.023333333,6.28,1.93,,16.22,442.7504839,40
93Q2,1993,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552483,,,,,,,,2.1955,,,,,,23.534,,,,,,,,8479.2,,0.297037804,-2.508632395,2.465167025,2.63486,6.82994,,,1.96,,12298.70167,12298.70167,4601.633333,,22080.11867,590.2666667,,6030.7,4019.933333,4108.9,1382.866667,2261.133333,20088.7,2016.933333,1097.3,6.217333333,3.033333333,5.99,2.073333333,,15.25,445.505873,45.33333333
93Q3,1993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511492.3167,,,,,,,,2.1955,,,,,,32.534,,,,,,,,8523.8,,1.668789029,-2.840677687,3.769944147,3.70866,3.00601,,,2.04,,11722.93333,11722.93333,4671.3,,25811.71533,861.8333333,,5194.733333,4513.533333,3403.7,580.1333333,2788.966667,23041.73333,1496.866667,934.1333333,5.7929,3.07,5.616666667,2.04,,17.3,453.5590625,53
93Q4,1993,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578551.6728,,,,,,,,2.1955,,,,,,32.615,,,,,,,,8636.4,,1.051553962,2.543924302,3.430845709,3.58522,-1.13095,,,2.07,,8005.941667,8005.941667,5023.11,,24783.84767,863.5666667,,4381.533333,4807.033333,2153.733333,1056.733333,2028.4,24125.3,2483.1,1205.733333,5.769433333,3.133333333,5.606666667,2.066666667,,15.9,464.2720313,70.66666667
94Q1,1994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524512.4767,,,,,,,,3.8733,,,,,,38.331,,,,,,,,8720.5,,3.758299915,2.715317119,5.745476265,5.18183,5.19541,,,1.98,,7544.661667,7544.661667,4363.066667,,27124.38967,705.8,,4031.066667,4214.333333,1818,841.3,2374.3,24488.1,1924.2,2068.366667,6.207733333,3.32,6.066666667,1.913333333,,20.45,469.2136508,49.66666667
94Q2,1994,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515369,,,,,,,,3.8733,,,,,,43.474,,,,,,,,8839.8,,2.514680974,-4.233024768,5.439396192,7.0676,6.07387,,,2.07,,4697.4,4697.4,2450.765,,21480.52433,276.7273333,,2386.966667,2385.666667,1178.033333,511.2,1231.366667,17333.16667,1267.333333,814.3,7.188266667,4.1,7.083333333,1.903333333,,23.87,451.1687097,57.33333333
94Q3,1994,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478620,,,,,,,,3.8733,,,,,,54.006,,,,,,,,8896.7,,2.721048928,7.972680968,5.397345984,4.34243,13.84623,,,1.42,,4394.825667,4394.825667,1086.527,,18631.59233,212.3666667,,2666.433333,1186.866667,425.6333333,230.8666667,560.1666667,16724.36667,1386.066667,1120.2,7.418666667,4.606666667,7.333333333,1.806666667,,14.92,461.1204688,40.33333333
94Q4,1994,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521309.8897,,,,,,,,3.8733,,,,,,38.577,,,,,,,,8995.5,,3.211684452,-4.15229408,2.867166535,4.97326,13.80689,,,1.7,,4244.813333,4244.813333,1330.786667,,18196.91433,202.8576667,,2121.633333,2010.4,889.2666667,468.0666667,600.7333333,15068.56667,1193,1540.966667,7.895466667,5.436666667,7.836666667,1.776666667,,18.41,460.0049206,42
95Q1,1995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622093,,,,,,,,5.3668,,,,,1.7531,43.833,,,,,,,,9017.6,,2.190528117,2.493092198,2.088770501,-21.51654,4.89501,,,1.58,,5078.667333,5078.667333,1672.498,,22974.19867,61,,2598.066667,2199.7,524.9333333,167.4333333,881.2666667,15270.16667,596.3333333,142.9666667,7.5797,5.916666667,7.483333333,1.523333333,,14.25,480.468254,28
95Q2,1995,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567838,,,,,,,,5.3668,,,,,2.0911,46.369,,,,,,,,9037,,2.321538207,5.80549089,2.176033826,-16.22636,-2.59723,,,1.54,,9571.341667,9571.341667,3354.734667,,22906.42667,383.764,,4550.6,4300.933333,1597.433333,917.6,1766.033333,20152.4,1181.766667,1219.533333,6.7203,5.776666667,6.62,1.55,,14.12,524.4428571,40.33333333
95Q3,1995,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543422,,,,,,,,5.3668,,,,,1.755,53.489,,,,,,,,9112.9,,1.194092493,2.695338452,4.71435974,5.92016,-3.81982,,,1.65,,5837.383333,5837.383333,2100.310333,,22949.843,155.9093333,,5055.133333,1975.366667,886.7666667,320.8666667,2414.033333,21422.06667,2752.533333,1819.466667,6.4449,5.53,6.323333333,1.46,,13.86,564.7963492,46
95Q4,1995,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622823.6728,,,,,,,,5.3668,,,,,2.0837,53.907,,,,,,,,9176.4,,1.44897401,0.163257468,1.936827667,6.05072,2.91102,,,3.39,,7634.966667,7634.966667,2868.711333,,24808.91867,163.2666667,,3890.2,3585.3,860.6666667,692.5,3136.033333,23839,1979.866667,1960.533333,5.998433333,5.416666667,5.893333333,1.663333333,,15.74,597.171746,74.33333333
96Q1,1996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583390.3671,,,,,,,,6.4145,286.3,146,192.65,6.1682,2.3646,55.405,,,,,,,,9239.3,,0.020018942,3.066838712,4.460901154,11.55344,5.06955,,,2.6,,6210.966667,6210.966667,4962.811667,,28682.622,469.2333333,,3904.3,4160.5,1749.566667,742.1666667,2551.333333,27582.16667,1296.133333,2817.433333,6.0324,5.07,5.91,1.963333333,,20.7,636.4550794,55.66666667
96Q2,1996,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385499.9333,,,,,,,,6.4145,2111.57,705.89,1613.82,8.6374,3.1288,59.978,,,,,,,,9399,,2.940461497,4.221501179,1.682226255,2.41913,-0.77891,,,2.65,,6724.566667,6724.566667,5700.809,,29508.23867,309.1333333,,6471.133333,5166.9,898.6666667,528.6666667,3198.533333,26679.16667,2683,1794.4,6.830066667,5.156666667,6.72,2.056666667,,20.22,658.8520635,82.66666667
96Q3,1996,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428867,,,,,,,,6.4145,999.77,189.78,1028.4,8.0549,2.8479,49.178,,,,,,,,9480.8,,2.154946843,0.002141722,2.947294303,6.50289,15.50842,,,1.86,,6527.333333,6527.333333,2958.827,,24874.50733,498.7666667,,4545.866667,3231.2,878.1,340.6666667,1651.033333,22678.36667,1518.633333,1185.266667,6.828366667,5.243333333,6.78,2.066666667,,21.55,660.0975,61
96Q4,1996,4,2686022957,9539243,0.003551438,,,,,,10215209,1814139,,,,,,,813765,,196891,,,,,-327455,,,,9539243,16436715.57,7930379,439442,,784205,2382584,4324148,,6.4145,6754.28,13666.81,1126.17,8.8456,3.2569,55.766,,,,,,,,9584.3,,1.276854383,6.312756055,3.745052928,10.64714,-2.57397,,,2.46,,8472.433,8472.433,4665.803667,,31134.85757,529.6533333,,7724.966667,6430.333333,2262.766667,763.3666667,1736.533333,32192.86667,4167.6,2861.5,6.4128,5.11,6.343333333,2.566666667,,21.99,725.8614063,82.33333333
97Q1,1997,1,2753154955,2516908,0.00091419,,,,,,2751124,609692,,,,,,,289905,,46206,,,,,-60597,,,,2516908,16341288,2460291,135883,,225367,597948,1501093,,9.8608,1225,8691.04,486.6,8.5315,3.1034,60.598,,,,,,,,9658,,1.444856204,2.836648253,4.593026227,4.72033,2.18694,,,1.85,,7226.475667,7226.475667,5940.533333,,27538.70387,563.5333333,,6103.366667,4436.733333,1529.933333,619.2666667,3440.866667,26748.83333,2325.633333,2461.966667,6.6286,5.196666667,6.563333333,2.56,7.41237377,22.14,784.7418033,45
97Q2,1997,2,2878883307,2566167,0.000891376,,,,,,2851791,618749,,,,,,,201556,,34833,,,,,802606,,,,2566167,17383531,2288790,126161,,308348,836121,1018160,,9.8608,3536.5,5122.004,1904.048,11.1211,3.7964,65.9,,,,,,,,9801.2,,5.233166648,-3.651590422,4.070492487,8.72061,5.17728,,,2.17,,8559.085667,8559.085667,7736.366667,,32865.17983,510.2666667,,6718.833333,7030.9,1891.8,3179.4,2993,32531.26667,4562.666667,2891.2,6.7854,5.19,6.696666667,1.963333333,7.541839063,21.82,823.4895313,45
97Q3,1997,3,2957180704,2684985,0.000907954,,,,,,3132505,661978,,,,,,,316985,,38383,,,,,475446,,,,2684985,19634470,2743070,156580,,236453,924572,1425465,,9.8608,1133.8,528.3,1084.2,10.7395,3.7556,68.1,,,,,,,,9924.2,,2.61962168,1.582059928,3.940253581,7.6813,5.78435,,,2.97,,10731.72267,10731.72267,8637.066667,,42480.94,750.5,,10161.23333,7618.433333,2744.6,1197.166667,4974.933333,42292.2,5958.133333,4586.033333,6.363633333,5.183333333,6.243333333,2.136666667,7.083642188,25.99,929.9435938,50.66666667
97Q4,1997,4,3038371804,2844288.353,0.000936123,,,,,,3152329.294,716173.5294,,,,,,,365968,,77505,,,,,216232.2353,,,,2844288.353,18726625.29,987597,-356021,,-151478,1232199,262897,,9.8608,7507.7,369,1201.3,12.4735,4.8934,90.739,,,,,,,,10000.3,,4.095096156,-0.17163507,4.475615731,8.50832,3.49551,,,2.23,,8098.705,8098.705,8146.2,,43008.2565,617.2,,6890.766667,5637.133333,2407.666667,1420.433333,3753.4,43027.5,2766.766667,4281.033333,6.025933333,5.23,5.906666667,2.626666667,6.850295,38.2,951.3789063,60
98Q1,1998,1,3194289443,2725326.871,0.000853187,,,,,,3534441.608,782853.1452,,,,,,,395280,,49613.90685,,,,,-19661,,,,2725326.871,21643391.56,2992145.332,127197,,281805,1344845.893,1298297.438,,15.007,6134.8,1462.6,739.7,11.9942,4.1798,134,33.3,,,,,,,10094.8,,2.392228605,-7.59962496,3.42723713,3.21494,-7.70503,,,2.34,,17233.619,17233.619,11634,,53101.55467,860.9333333,,11511.36667,9068.8,3380.1,1821.733333,8987.833333,45005.43333,4917.266667,2187.7,5.733933333,5.19,5.586666667,1.993333333,6.655003226,28.69,1023.088361,32
98Q2,1998,2,3295107094,2893669,0.000878171,,,,,,3748798,928317,,,,,,,595706,,122301,,,,,-173648,,,,2893669,23597633,2612986,54743,,159316,1367714,1091213,,15.007,6594,347.5,959.2,14.6049,5.8752,100,38.4,,,,,,,10185.6,,1.659090226,-1.962879275,2.907877144,4.20396,6.38742,,,2.41,,14368.50233,14368.50233,13503.40333,,55086.5068,868.3333333,,10168.6,10748,3478.4,1454.2,7652.266667,56918.2,4681.3,7134.433333,5.761733333,5.113333333,5.596666667,2.036666667,6.683339683,26.2,1109.666984,46.66666667
98Q3,1998,3,3373498471,3051169,0.000904452,,,,,,3662720,906468,,,,,,,588469,,10412,,,,,379884,,,,3051169,19393979,-5595,-208500,,-187538,1266266,-785823,,15.007,7621.6,898.9,443.8,14.3095,5.3993,100,38,,,,,,,10320,,2.318214304,1.178841641,2.443026304,2.51263,-0.58651,,,2.2,,11187.63433,11187.63433,4524.5,,49374.59757,1590.6,,4649.9,3397.5,2638.1,790.8666667,4718.966667,48210.63333,1974.7,3922.3,5.364766667,4.956666667,5.203333333,1.87,6.619625,45.29,1085.079219,22
