year,quarter,date,entity,assets,credit_loss_allowances,res_mortgages_open,other_adj_equity,fiduciary_activities,total_nii,tr_comm,investment_banking_fees,FI01650,res_mortgages_closed,net_servicing_fees,insurcance_commissions,ng_other_assets,net_sec_income,ng_other_real_estate,rent_other_real_estate,total_tr,check_printing_fees,earnings_life_insurance,atm_fees,safe_deposit_rent,service_charges,net_change_fair_value,card_interchange_fees,vc_rev,tr_int_rt_exp,tr_foreign_ex,tr_credit,tr_equity,ng_sale_loans,ng_credit_deriv,sale_mutual_funds,ng_assets_fv,other_nii,name,rssd9002,ID_RSSD,D_DT_START,D_DT_END,NM_SHORT,DOMESTIC_IND,rank
1996,2,96Q2,1073757,192308412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073757,1073757,1073757,5/24/1996,8/15/1996,NATIONSBANK CORP,Y,5
1996,2,96Q2,1073551,139885834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073551,1073551,1073551,1/1/1996,4/10/1997,FIRST UNION CORP,Y,6
1996,2,96Q2,1032473,114601000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032473,1032473,1032473,10/7/1985,4/29/1997,BANKERS TR NY CORP,Y,7
1996,2,96Q2,1199778,113714000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199778,1199778,1199778,2/24/1996,7/19/1996,FIRST CHICAGO NBD CORP,Y,8
1996,2,96Q2,1027095,108585970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027095,1027095,1027095,6/6/1996,8/31/1996,WELLS FARGO & CO,Y,9
1996,2,96Q2,1068294,97230856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068294,1068294,1068294,3/16/1996,9/13/1996,BANC ONE CORP,Y,10
1996,2,96Q2,1113514,88095930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113514,1113514,1113514,4/1/1996,11/13/1997,FLEET FNCL GROUP,Y,11
1996,2,96Q2,1120754,77849300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120754,1120754,1120754,6/27/1996,7/2/1996,NORWEST CORP,Y,12
1996,2,96Q2,1069778,72102425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069778,1069778,1069778,12/31/1995,9/6/1996,PNC BC,Y,13
1996,2,96Q2,1068025,64763778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068025,1068025,1068025,6/17/1996,9/19/1996,KEYCORP,Y,14
1996,2,96Q2,1033470,51467292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033470,1033470,1033470,9/1/1995,11/30/1996,BANK OF NY CO,Y,15
1996,2,96Q2,1112076,50830436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112076,1112076,1112076,2/16/1995,7/28/1996,BANK OF BOSTON CORP,Y,16
1996,2,96Q2,1069125,48805769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290802.7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069125,1069125,1069125,6/1/1996,10/31/1997,NATIONAL CITY CORP,Y,17
1996,2,96Q2,1021075,48579655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021075,1021075,1021075,3/1/1996,12/30/1999,REPUBLIC NY CORP,Y,18
1996,2,96Q2,1131787,48066741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131787,1131787,1131787,5/12/1995,2/27/1997,SUNTRUST BK,Y,19
1996,2,96Q2,1136157,46031226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136157,1136157,1136157,11/13/1995,6/1/1997,WACHOVIA CORP,Y,20
1996,2,96Q2,1116300,43989827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294837.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116300,1116300,1116300,6/28/1996,8/29/1996,CORESTATES FNCL CORP,Y,21
1996,2,96Q2,1068762,42774312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068762,1068762,1068762,5/20/1995,11/22/1996,MELLON BC,Y,22
1996,2,96Q2,1076776,41773644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076776,1076776,1076776,6/29/1996,9/27/1996,BARNETT BK,Y,23
1996,2,96Q2,1093586,40682558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093586,1093586,1093586,6/17/1996,9/12/1996,BOATMENS BSHRS,Y,24
1996,2,96Q2,1119794,36184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119794,1119794,1119794,2/20/1996,7/14/1996,FIRST BK SYSTEM,Y,25
1996,3,96Q3,1039502,322604000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039502,1039502,1039502,7/14/1996,11/6/1996,CHASE MANHATTAN CORP,Y,1
1996,3,96Q3,1042351,271930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042351,1042351,1042351,1/1/1996,4/1/1998,CITICORP,Y,2
1996,3,96Q3,1026016,242954000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026016,1026016,1026016,9/1/1996,12/31/1996,BANKAMERICA CORP,Y,3
1996,3,96Q3,1037115,211647687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037115,1037115,1037115,6/1/1996,3/12/2000,J P MORGAN & CO,Y,4
1996,3,96Q3,1073757,187670563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073757,1073757,1073757,8/16/1996,1/6/1997,NATIONSBANK CORP,Y,5
1996,3,96Q3,1073551,133882498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073551,1073551,1073551,1/1/1996,4/10/1997,FIRST UNION CORP,Y,6
1996,3,96Q3,1032473,120847000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032473,1032473,1032473,10/7/1985,4/29/1997,BANKERS TR NY CORP,Y,7
1996,3,96Q3,1027095,109176441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027095,1027095,1027095,9/1/1996,9/30/1996,WELLS FARGO & CO,Y,8
1996,3,96Q3,1199778,106694000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199778,1199778,1199778,7/20/1996,9/30/1997,FIRST CHICAGO NBD CORP,Y,9
1996,3,96Q3,1068294,98640033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068294,1068294,1068294,9/14/1996,12/7/1996,BANC ONE CORP,Y,10
1996,3,96Q3,1113514,87500934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113514,1113514,1113514,4/1/1996,11/13/1997,FLEET FNCL GROUP,Y,11
1996,3,96Q3,1120754,78427600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120754,1120754,1120754,9/27/1996,9/30/1996,NORWEST CORP,Y,12
1996,3,96Q3,1069778,69637138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069778,1069778,1069778,9/7/1996,2/26/1997,PNC BC,Y,13
1996,3,96Q3,1068025,65355683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068025,1068025,1068025,9/20/1996,6/22/1997,KEYCORP,Y,14
1996,3,96Q3,1112076,61962840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112076,1112076,1112076,7/29/1996,10/25/1996,BANK OF BOSTON CORP,Y,15
1996,3,96Q3,1033470,52387577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033470,1033470,1033470,9/1/1995,11/30/1996,BANK OF NY CO,Y,16
1996,3,96Q3,1021075,50601770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021075,1021075,1021075,3/1/1996,12/30/1999,REPUBLIC NY CORP,Y,17
1996,3,96Q3,1069125,49728879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069125,1069125,1069125,6/1/1996,10/31/1997,NATIONAL CITY CORP,Y,18
1996,3,96Q3,1131787,49631910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131787,1131787,1131787,5/12/1995,2/27/1997,SUNTRUST BK,Y,19
1996,3,96Q3,1136157,47464749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136157,1136157,1136157,11/13/1995,6/1/1997,WACHOVIA CORP,Y,20
1996,3,96Q3,1116300,45370118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116300,1116300,1116300,8/30/1996,12/6/1996,CORESTATES FNCL CORP,Y,21
1996,3,96Q3,1068762,43701136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068762,1068762,1068762,5/20/1995,11/22/1996,MELLON BC,Y,22
1996,3,96Q3,1076776,41414106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076776,1076776,1076776,9/28/1996,8/29/1997,BARNETT BK,Y,23
1996,3,96Q3,1093586,40693953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093586,1093586,1093586,9/13/1996,10/17/1996,BOATMENS BSHRS,Y,24
1996,3,96Q3,1119794,36843000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119794,1119794,1119794,7/15/1996,5/30/1997,FIRST BK SYSTEM,Y,25
1996,4,96Q4,1039502,336099000,0,0,0,1176000,394000,1302000,0,0,0,0,0,99000,0,0,0,1831000,0,0,0,0,0,0,0,440000,447000,33000,382000,0,0,0,75000,0,-225000,1039502,1039502,1039502,12/1/1996,11/14/1997,CHASE MANHATTAN CORP,Y,1
1996,4,96Q4,1042351,281018000,0,0,0,599000,533000,1501000,0,0,0,0,0,50000,32000,0,0,2540000,0,0,0,0,0,0,0,605000,815000,81000,0,0,0,0,104000,0,-663000,1042351,1042351,1042351,1/1/1996,4/1/1998,CITICORP,Y,2
1996,4,96Q4,1026016,250753000,0,0,0,229000,1396000,680000,0,0,0,0,0,89000,51000,0,0,1515000,0,0,0,0,0,0,0,562000,118000,0,0,0,0,0,99000,0,0,1026016,1026016,1026016,9/1/1996,12/31/1996,BANKAMERICA CORP,Y,3
1996,4,96Q4,1037115,222025598,0,0,0,853228,35248,2489651,0,0,0,0,0,4552,0,0,0,1277395,0,0,0,0,0,0,0,1769297,349205,324377,46772,0,0,0,27707,0,283075,1037115,1037115,1037115,6/1/1996,3/12/2000,J P MORGAN & CO,Y,4
1996,4,96Q4,1073757,185794045,0,0,0,431507,1121006,283923,0,0,0,0,0,44800,0,0,0,942303,0,0,0,0,0,0,0,232002,13926,27166,10829,0,0,0,97620,0,3121,1073757,1073757,1073757,8/16/1996,1/6/1997,NATIONSBANK CORP,Y,5
1996,4,96Q4,1073551,140127462,0,0,0,320209,666403,102390,0,0,0,0,0,8412,3876,0,0,678184.5678,0,0,0,0,0,0,0,82881,18953,0,556,0,0,0,189091,0,0,1073551,1073551,1073551,1/1/1996,4/10/1997,FIRST UNION CORP,Y,6
1996,4,96Q4,1032473,120045000,0,0,0,783000,65000,846000,0,0,0,0,0,34000,1000,0,0,774000,0,0,0,0,0,0,0,445000,178000,254000,-31000,0,0,0,32000,0,172000,1032473,1032473,1032473,10/7/1985,4/29/1997,BANKERS TR NY CORP,Y,7
1996,4,96Q4,1027095,108888255,0,0,0,380620,867663,43716,0,0,0,0,0,21565,28001,0,0,654632,0,0,0,0,0,0,0,18583,25133,0,0,0,0,0,190082,0,0,1027095,1027095,1027095,12/1/1996,5/31/1997,WELLS FARGO & CO,Y,8
1996,4,96Q4,1199778,104619000,0,0,0,400000,403000,58000,0,0,0,0,0,3000,18000,0,0,612000,0,0,0,0,0,0,0,-16000,56000,17000,1000,0,0,0,94000,0,12000,1199778,1199778,1199778,7/20/1996,9/30/1997,FIRST CHICAGO NBD CORP,Y,9
1996,4,96Q4,1068294,102033654,0,0,0,279153,654140,27913,0,0,0,0,0,143879,12683,0,0,612435,0,0,0,0,0,0,0,21757,6156,0,0,0,0,0,63855,0,5459,1068294,1068294,1068294,12/8/1996,2/14/1997,BANC ONE CORP,Y,10
1996,4,96Q4,1113514,85554686,0,0,0,371611,430263,54754,0,0,0,0,0,2438,3,0,0,571600,0,0,0,0,0,0,0,29259,25495,0,0,0,0,0,54931,0,-12010,1113514,1113514,1113514,4/1/1996,11/13/1997,FLEET FNCL GROUP,Y,11
1996,4,96Q4,1120754,80175400,0,0,0,296300,329500,35300,0,0,0,0,0,55800,0,0,0,728400,0,0,0,0,0,0,0,26100,9200,0,0,0,0,0,32400,0,41500,1120754,1120754,1120754,12/27/1996,1/17/1997,NORWEST CORP,Y,12
1996,4,96Q4,1069778,73173583,0,0,0,496900,192198,9190,0,0,0,0,0,882,8603,0,0,380532,0,0,0,0,0,0,0,3111,6079,0,0,0,0,0,153569,0,34457,1069778,1069778,1069778,9/7/1996,2/26/1997,PNC BC,Y,13
1996,4,96Q4,1068025,67688320,0,0,0,247825,289491,25542,0,0,0,0,0,64303,0,0,0,328018,0,0,0,0,0,0,0,13464,7602,0,4476,0,0,0,55982,0,948,1068025,1068025,1068025,9/20/1996,6/22/1997,KEYCORP,Y,14
1996,4,96Q4,1112076,62306149,0,0,0,245992,173528,49054,0,0,0,0,0,0,1500,0,0,340908,0,0,0,0,0,0,0,9250,30139,9665,0,0,0,0,13614,0,0,1112076,1112076,1112076,10/26/1996,4/25/1997,BANK OF BOSTON CORP,Y,15
1996,4,96Q4,1033470,55765140,0,0,0,816070,168903,67394,0,0,0,0,0,0,0,0,0,421629,0,0,0,0,0,0,0,10010,57394,-10,0,0,0,0,27688,0,0,1033470,1033470,1033470,12/1/1996,6/28/1998,BANK OF NY CO,Y,16
1996,4,96Q4,1131787,52467663,0,0,0,278294,232426,0,0,0,0,0,0,0,0,0,0,207366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22815,0,10984,1131787,1131787,1131787,5/12/1995,2/27/1997,SUNTRUST BK,Y,17
1996,4,96Q4,1021075,52298851,0,0,0,7533,32715,175806,0,0,0,0,0,974,4682,0,0,112080,0,0,0,0,0,0,0,16191,98165,36750,24700,0,0,0,1030,0,-891,1021075,1021075,1021075,3/1/1996,12/30/1999,REPUBLIC NY CORP,Y,18
1996,4,96Q4,1069125,50855835,0,0,0,177124,214659,181,0,0,0,0,0,2623,2923,0,0,321356,0,0,0,0,0,0,0,96,85,0,0,0,0,0,6983,0,25025,1069125,1069125,1069125,6/1/1996,10/31/1997,NATIONAL CITY CORP,Y,19
1996,4,96Q4,1136157,46886193,0,0,0,137841,242368,22286,0,0,0,0,0,0,682,0,0,197966,0,0,0,0,0,0,0,12156,10130,0,0,0,0,0,11983,0,0,1136157,1136157,1136157,11/13/1995,6/1/1997,WACHOVIA CORP,Y,20
1996,4,96Q4,1116300,45650882,0,0,0,167138,243696,29688,0,0,0,0,0,13539,129,0,0,220341,0,0,0,0,0,0,0,3993,25695,0,0,0,0,0,2855,0,0,1116300,1116300,1116300,12/7/1996,12/31/1997,CORESTATES FNCL CORP,Y,21
1996,4,96Q4,1068762,42651776,0,0,0,993841,210165,79779,0,0,0,0,0,94793,14630,0,0,564974,0,0,0,0,0,0,0,6312,72101,1257,109,0,0,0,364015,0,-18690,1068762,1068762,1068762,11/23/1996,2/25/1997,MELLON BC,Y,22
1996,4,96Q4,1076776,41456028,0,0,0,81394,252440,2604,0,0,0,0,0,78205,113,0,0,177169,0,0,0,0,0,0,0,2604,0,0,0,0,0,0,25677,0,0,1076776,1076776,1076776,9/28/1996,8/29/1997,BARNETT BK,Y,23
1996,4,96Q4,1093586,41200437,0,0,0,214929,249931,25108,0,0,0,0,0,1700,6866,0,0,202127,0,0,0,0,0,0,0,18082,7026,0,0,0,0,0,34842,0,3267,1093586,1093586,1093586,10/18/1996,1/6/1997,BOATMENS BSHRS,Y,24
1996,4,96Q4,1119794,36489000,0,0,0,230700,141500,19100,0,0,0,0,0,300,10200,0,0,225300,0,0,0,0,0,0,0,13000,6100,0,0,0,0,0,33400,0,300,1119794,1119794,1119794,7/15/1996,5/30/1997,FIRST BK SYSTEM,Y,25
1997,1,97Q1,1039502,340338000,0,0,0,310000,91000,422000,0,0,0,0,0,56000,0,0,0,1998000,0,0,0,0,0,0,0,161000,163000,17000,81000,0,0,0,49000,0,-160000,1039502,1039502,1039502,12/1/1996,11/14/1997,CHASE MANHATTAN CORP,Y,1
1997,1,97Q1,1042351,290354000,0,0,0,165000,144000,495000,0,0,0,0,0,0,0,0,0,2284000,0,0,0,0,0,0,0,234000,232000,29000,0,0,0,0,31000,0,0,1042351,1042351,1042351,1/1/1996,4/1/1998,CITICORP,Y,2
1997,1,97Q1,1026016,249904000,0,0,0,56000,359000,188000,0,0,0,0,0,59000,8000,0,0,1392000,0,0,0,0,0,0,0,140000,47000,0,1000,0,0,0,26000,0,0,1026016,1026016,1026016,1/1/1997,6/30/1997,BANKAMERICA CORP,Y,3
1997,1,97Q1,1073757,238958119,0,0,0,165883,360445,100370,0,0,0,0,0,0,0,0,0,1097676,0,0,0,0,0,0,0,60106,19845,12680,7739,0,0,0,36964,0,717,1073757,1073757,1073757,1/7/1997,4/14/1997,NATIONSBANK CORP,Y,4
1997,1,97Q1,1037115,226382354,0,0,0,221954,5616,700819,0,0,0,0,0,0,0,0,0,1405229,0,0,0,0,0,0,0,615457,-34633,115759,4236,0,0,0,7304,0,40390,1037115,1037115,1037115,6/1/1996,3/12/2000,J P MORGAN & CO,Y,5
1997,1,97Q1,1073551,136730237,0,0,0,80474,203860,26342,0,0,0,0,0,7048,494,0,0,746943,0,0,0,0,0,0,0,20514,7787,0,-1959,0,0,0,95768,0,0,1073551,1073551,1073551,1/1/1996,4/10/1997,FIRST UNION CORP,Y,6
1997,1,97Q1,1032473,122788000,0,0,0,208000,17000,279000,0,0,0,0,0,18000,13000,0,0,833000,0,0,0,0,0,0,0,170000,38000,46000,25000,0,0,0,3000,0,49000,1032473,1032473,1032473,10/7/1985,4/29/1997,BANKERS TR NY CORP,Y,7
1997,1,97Q1,1199778,109133000,0,0,0,105000,106000,28000,0,0,0,0,0,4000,0,0,0,601000,0,0,0,0,0,0,0,5000,16000,6000,1000,0,0,0,24000,0,0,1199778,1199778,1199778,7/20/1996,9/30/1997,FIRST CHICAGO NBD CORP,Y,8
1997,1,97Q1,1027095,101862742,0,0,0,109820,220670,15501,0,0,0,0,0,5941,13279,0,0,589180,0,0,0,0,0,0,0,6348,9153,0,0,0,0,0,56234,0,0,1027095,1027095,1027095,12/1/1996,5/31/1997,WELLS FARGO & CO,Y,9
1997,1,97Q1,1068294,101787444,0,0,0,74166,165980,5405,0,0,0,0,0,7162,2017,0,0,572205,0,0,0,0,0,0,0,3598,1807,0,0,0,0,0,28662,0,-1092,1068294,1068294,1068294,3/22/1997,5/16/1997,BANC ONE CORP,Y,10
1997,1,97Q1,1120754,83580300,0,0,0,84700,89100,24900,0,0,0,0,0,37600,2900,0,0,695000,0,0,0,0,0,0,0,21200,3700,0,0,0,0,0,8900,0,12500,1120754,1120754,1120754,3/24/1997,4/17/1997,NORWEST CORP,Y,11
1997,1,97Q1,1113514,81975029,0,0,0,103012,112647,16486,0,0,0,0,0,2332,0,0,0,512529,0,0,0,0,0,0,0,5765,10721,0,0,0,0,0,20100,0,-2057,1113514,1113514,1113514,4/1/1996,11/13/1997,FLEET FNCL GROUP,Y,12
1997,1,97Q1,1069778,71272559,0,0,0,139589,52176,-1605,0,0,0,0,0,23804,88,0,0,408711,0,0,0,0,0,0,0,-3753,2148,0,0,0,0,0,66395,0,12063,1069778,1069778,1069778,2/27/1997,11/30/1997,PNC BC,Y,13
1997,1,97Q1,1068025,67953398,0,0,0,64364,70650,10916,0,0,0,0,0,872,0,0,0,284539,0,0,0,0,0,0,0,-104,3657,0,7363,0,0,0,16624,0,239,1068025,1068025,1068025,9/20/1996,6/22/1997,KEYCORP,Y,14
1997,1,97Q1,1112076,64780404,0,0,0,41007,41748,23159,0,0,0,0,0,9146,0,0,0,320891,0,0,0,0,0,0,0,6695,11616,4848,0,0,0,0,4155,0,0,1112076,1112076,1112076,10/26/1996,4/25/1997,BANK OF BOSTON CORP,Y,15
1997,1,97Q1,1033470,58383612,0,0,0,227773,43953,27319,0,0,0,0,0,0,0,0,0,447952,0,0,0,0,0,0,0,25383,1759,177,0,0,0,0,7970,0,0,1033470,1033470,1033470,12/1/1996,6/28/1998,BANK OF NY CO,Y,16
1997,1,97Q1,1021075,54968873,0,0,0,2040,8403,46149,0,0,0,0,0,7477,0,0,0,131709,0,0,0,0,0,0,0,15270,27125,-7044,10798,0,0,0,332,0,122,1021075,1021075,1021075,3/1/1996,12/30/1999,REPUBLIC NY CORP,Y,17
1997,1,97Q1,1131787,53737769,0,0,0,78370,59742,3835,0,0,0,0,0,0,0,0,0,224411,0,0,0,0,0,0,0,3835,0,0,0,0,0,0,9848,0,2330,1131787,1131787,1131787,2/28/1997,3/31/1997,SUNTRUST BK,Y,18
1997,1,97Q1,1069125,50380885,0,0,0,46818,53325,-35,0,0,0,0,0,3516,1262,0,0,289010,0,0,0,0,0,0,0,-44,9,0,0,0,0,0,430,0,52,1069125,1069125,1069125,6/1/1996,10/31/1997,NATIONAL CITY CORP,Y,19
1997,1,97Q1,1136157,47491149,0,0,0,36354,63940,4260,0,0,0,0,0,0,380,0,0,201665,0,0,0,0,0,0,0,1765,2495,0,0,0,0,0,3561,0,0,1136157,1136157,1136157,11/13/1995,6/1/1997,WACHOVIA CORP,Y,20
1997,1,97Q1,1116300,45255807,0,0,0,44315,56467,10032,0,0,0,0,0,867,44,0,0,210192,0,0,0,0,0,0,0,2737,7295,0,0,0,0,0,1205,0,0,1116300,1116300,1116300,12/7/1996,12/31/1997,CORESTATES FNCL CORP,Y,21
1997,1,97Q1,1068762,42072221,0,0,0,266384,54806,24563,0,0,0,0,0,8599,3285,0,0,525196,0,0,0,0,0,0,0,1493,22417,947,-294,0,0,0,93070,0,-14727,1068762,1068762,1068762,2/26/1997,6/15/1997,MELLON BC,Y,22
1997,1,97Q1,1076776,42040660,0,0,0,21025,65026,1419,0,0,0,0,0,36685,-143,0,0,211941,0,0,0,0,0,0,0,214,1205,0,0,0,0,0,6724,0,0,1076776,1076776,1076776,9/28/1996,8/29/1997,BARNETT BK,Y,23
1997,1,97Q1,1119794,36000000,0,0,0,66000,36400,4800,0,0,0,0,0,200,1600,0,0,228900,0,0,0,0,0,0,0,3100,1700,0,0,0,0,0,8600,0,-400,1119794,1119794,1119794,7/15/1996,5/30/1997,FIRST BK SYSTEM,Y,24
1997,1,97Q1,1199844,35024393,0,0,0,33076,34954,3656,0,0,0,0,0,1656,0,0,0,129409,0,0,0,0,0,0,0,1514,2142,0,0,0,0,0,3846,0,266,1199844,1199844,1199844,11/1/1996,12/11/1998,COMERICA,Y,25
1997,2,97Q2,1039502,352033000,0,0,0,321000,95000,491000,0,0,0,0,0,34000,0,0,0,2128000,0,0,0,0,0,0,0,176000,179000,20000,116000,0,0,0,61000,0,29000,1039502,1039502,1039502,12/1/1996,11/14/1997,CHASE MANHATTAN CORP,Y,1
1997,2,97Q2,1042351,304293000,0,0,0,174000,142000,408000,0,0,0,0,0,0,0,0,0,2324000,0,0,0,0,0,0,0,127000,266000,15000,0,0,0,0,45000,0,0,1042351,1042351,1042351,1/1/1996,4/1/1998,CITICORP,Y,2
1997,2,97Q2,1026016,258363000,0,0,0,63000,360000,218000,0,0,0,0,0,44000,4000,0,0,1451000,0,0,0,0,0,0,0,70000,146000,0,2000,0,0,0,26000,0,0,1026016,1026016,1026016,1/1/1997,6/30/1997,BANKAMERICA CORP,Y,3
1997,2,97Q2,1037115,250490058,0,0,0,233603,376,472382,0,0,0,0,0,3909,0,0,0,1096217,0,0,0,0,0,0,0,284394,334,185409,2245,0,0,0,8279,0,103637,1037115,1037115,1037115,6/1/1996,3/12/2000,J P MORGAN & CO,Y,4
1997,2,97Q2,1073757,240362248,0,0,0,173174,378749,77870,0,0,0,0,0,0,0,0,0,1150271,0,0,0,0,0,0,0,61755,11889,6015,-1789,0,0,0,36908,0,-4440,1073757,1073757,1073757,6/14/1997,7/11/1997,NATIONSBANK CORP,Y,5
1997,2,97Q2,1073551,142941649,0,0,0,87179,201881,55077,0,0,0,0,0,2522,206,0,0,750189,0,0,0,0,0,0,0,51938,3450,0,-311,0,0,0,86985,0,0,1073551,1073551,1073551,6/5/1997,7/31/1997,FIRST UNION CORP,Y,6
1997,2,97Q2,1032473,128752000,0,0,0,234000,18000,282000,0,0,0,0,0,7000,0,0,0,917000,0,0,0,0,0,0,0,168000,48000,55000,11000,0,0,0,4000,0,58000,1032473,1032473,1032473,4/30/1997,4/22/1998,BANKERS TR NY CORP,Y,7
